2022-04-28 16:28:13,855 |     INFO | Program starting in cluster-mode
2022-04-28 16:28:13,855 |     INFO | STARTING PROGRAM
2022-04-28 16:28:13,855 |     INFO | Selected parameters:
2022-04-28 16:28:13,855 |     INFO | {'name': 'cluster_50', 'name_time': 'cluster_50-28-04-2022-16-28-13', 'train': True, 'model': './models/models-autoencodergray-scale.pth', 'letters': ['alpha', 'beta', 'chi', 'delta', 'epsilon', 'eta', 'gamma', 'iota', 'kappa', 'lambda', 'mu', 'nu', 'omega', 'omicron', 'phi', 'pi', 'psi', 'rho', 'sigma', 'tau', 'theta', 'xi', 'ypsilon', 'zeta'], 'logging': 40, 'mode': 'cluster', 'epochs': 50, 'dimensions': 28, 'tqdm': False, 'processing': 'gray-scale', 'root': 'out/cluster_50-28-04-2022-16-28-13'}
2022-04-28 16:28:14,079 |     INFO | Network(
  (layer1): Sequential(
    (0): Conv2d(1, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (layer2): Sequential(
    (0): Conv2d(16, 32, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (fc): Sequential(
    (0): Linear(in_features=1568, out_features=256, bias=True)
    (1): Dropout(p=0.2, inplace=False)
    (2): ReLU()
  )
  (out): Linear(in_features=256, out_features=5, bias=True)
)
2022-04-28 16:28:14,082 |     INFO | ConvAutoEncoder(
  (encoder): Sequential(
    (0): Conv2d(1, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (4): Conv2d(16, 32, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (5): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): ReLU()
    (7): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (8): Conv2d(32, 4, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (9): BatchNorm2d(4, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): ReLU()
  )
  (decoder): Sequential(
    (0): Conv2d(4, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Upsample(scale_factor=2.0, mode=nearest)
    (4): Conv2d(32, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (5): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): ReLU()
    (7): Upsample(scale_factor=2.0, mode=nearest)
    (8): Conv2d(16, 1, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (9): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): Sigmoid()
  )
)
2022-04-28 16:29:13,964 |     INFO | Epoch=0 done.
2022-04-28 17:19:07,193 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:19:07,193 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:20:04,146 |     INFO | Epoch=49 done.
2022-04-28 17:20:05,830 |  WARNING | ./. already exists
2022-04-28 17:20:05,830 |  WARNING | ././out already exists
2022-04-28 17:20:05,830 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:20:05,830 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:20:05,830 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:20:09,381 |  WARNING | ./. already exists
2022-04-28 17:20:09,381 |  WARNING | ././out already exists
2022-04-28 17:20:09,381 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:20:09,382 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:20:09,382 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
